INSERT INTO Registro_gimnasio VALUES('2023-05-15', 'A0200414'),
('2023-05-26', 'A0239122'),
('2023-05-26', 'A0215403'),
('2023-05-26', 'A0438685'),
('2023-05-26', 'A0208948'),
('2023-05-26', 'A0620279'),
('2023-05-26', 'A0683724'),
('2023-05-26', 'A0614324'),
('2023-05-26', 'A0588064'),
('2023-05-26', 'A0944889'),
('2023-05-26', 'A0850432'),
('2023-05-26', 'A0527262'),
('2023-05-26', 'A0959048'),
('2023-05-26', 'A0595569'),
('2023-05-26', 'A0940707'),
('2023-05-26', 'A058864'),
('2023-05-26', 'A0648627'),
('2023-05-26', 'A0472827'),
('2023-05-26', 'A0127437'),
('2023-05-26', 'A0578326'),
('2023-05-26', 'A0505384'),
('2023-05-26', 'A0908282'),
('2023-05-26', 'A0479253'),
('2023-05-26', 'A0864935'),
('2023-05-26', 'A0528090'),
('2023-05-26', 'A0280635'),
('2023-05-26', 'A0631782'),
('2023-05-26', 'A0747600'),
('2023-05-26', 'A068143'),
('2023-05-26', 'A0106490'),
('2023-05-26', 'A0852978'),
('2023-05-26', 'A0540107'),
('2023-05-26', 'A077246'),
('2023-05-26', 'A0175877'),
('2023-05-26', 'A0574412'),
('2023-05-26', 'A0394172'),
('2023-05-26', 'A0659225'),
('2023-05-26', 'A0772780'),
('2023-05-26', 'A0656768'),
('2023-05-26', 'A0152154'),
('2023-05-26', 'A039978'),
('2023-05-26', 'A0453652'),
('2023-05-26', 'A0654081'),
('2023-05-26', 'A0139803'),
('2023-05-26', 'A0176725');

 INSERT INTO Registro_gimnasio VALUES ('2023-05-26', 'A0964163'),
('2023-05-26', 'A0249047'),
('2023-05-26', 'A0804549'),
('2023-05-26', 'A0161054'),
('2023-05-26', 'A0478976'),
('2023-05-26', 'A0879930'),
('2023-05-26', 'A0278846'),
('2023-05-26', 'A0575802'),
('2023-05-26', 'A0287226'),
('2023-05-26', 'A0382199'),
('2023-05-26', 'A0152598'),
('2023-05-26', 'A0531005'),
('2023-05-26', 'A0177194'),
('2023-05-26', 'A0563365'),
('2023-05-26', 'A0896680'),
('2023-05-26', 'A085284'),
('2023-05-26', 'A0334781'),
('2023-05-26', 'A0225257'),
('2023-05-26', 'A0770191'),
('2023-05-26', 'A020056'),
('2023-05-26', 'A0111938'),
('2023-05-26', 'A0683975'),
('2023-05-26', 'A0303475'),
('2023-05-26', 'A0786170'),
('2023-05-26', 'A0758686'),
('2023-05-26', 'A0425563'),
('2023-05-26', 'A0869091'),
('2023-05-26', 'A0426265'),
('2023-05-26', 'A0537914'),
('2023-05-26', 'A0412324'),
('2023-05-26', 'A0279144'),
('2023-05-26', 'A0478707'),
('2023-05-26', 'A0127156'),
('2023-05-26', 'A0681421'),
('2023-05-26', 'A0507373'),
('2023-05-26', 'A0576538'),
('2023-05-26', 'A0777445'),
('2023-05-26', 'A0522239'),
('2023-05-26', 'A0508025'),
('2023-05-26', 'A0125193'),
('2023-05-26', 'A015215'),
('2023-05-26', 'A0580083'),
('2023-05-26', 'A0150103'),
('2023-05-26', 'A0359277'),
('2023-05-26', 'A0341583'),
('2023-05-26', 'A0148422'),
('2023-05-26', 'A0171455'),
('2023-05-26', 'A0585530'),
('2023-05-26', 'A0813087'),
('2023-05-26', 'A0169261'),
('2023-05-26', 'A0343903'),
('2023-05-26', 'A027943'),
('2023-05-26', 'A0166415'),
('2023-05-26', 'A0888088'),
('2023-05-26', 'A0632066'),
('2023-05-26', 'A0930772'),
('2023-05-26', 'A0715837'),
('2023-05-26', 'A0905840'),
('2023-05-26', 'A0646950'),
('2023-05-26', 'A0553800'),
('2023-05-26', 'A0793136'),
('2023-05-26', 'A0840634'),
('2023-05-26', 'A03137'),
('2023-05-26', 'A0783952'),
('2023-05-26', 'A0487898'),
('2023-05-26', 'A0535665'),
('2023-05-26', 'A0844110'),
('2023-05-26', 'A0264713'),
('2023-05-26', 'A091372'),
('2023-05-26', 'A048783'),
('2023-05-26', 'A085714'),
('2023-05-26', 'A0576988'),
('2023-05-26', 'A0841947'),
('2023-05-26', 'A0390675'),
('2023-05-26', 'A0834376'),
('2023-05-26', 'A0274078'),
('2023-05-26', 'A08457'),
('2023-05-26', 'A0587615'),
('2023-05-26', 'A0695072'),
('2023-05-26', 'A0786023'),
('2023-05-26', 'A0233524'),
('2023-05-26', 'A0702090'),
('2023-05-26', 'A0726402'),
('2023-05-26', 'A0753324'),
('2023-05-26', 'A0786939'),
('2023-05-26', 'A0454637'),
('2023-05-26', 'A0350431'),
('2023-05-26', 'A0388426'),
('2023-05-26', 'A0640987'),
('2023-05-26', 'A0403410'),
('2023-05-26', 'A0548591'),
('2023-05-26', 'A0246306'),
('2023-05-26', 'A082860'),
('2023-05-26', 'A06482'),
('2023-05-26', 'A012993'),
('2023-05-26', 'A0433100'),
('2023-05-26', 'A0103131'),
('2023-05-26', 'A0389265'),
('2023-05-26', 'A081193'),
('2023-05-26', 'A0331061'),
('2023-05-26', 'A0571411'),
('2023-05-26', 'A0462122'),
('2023-05-26', 'A0422165'),
('2023-05-26', 'A0494644'),
('2023-05-26', 'A0111669'),
('2023-05-26', 'A0344024'),
('2023-05-26', 'A0912412'),
('2023-05-26', 'A0684634'),
('2023-05-26', 'A0282410'),
('2023-05-26', 'A0910734'),
('2023-05-26', 'A0396830'),
('2023-05-26', 'A0589429'),
('2023-05-26', 'A0847492'),
('2023-05-26', 'A0789148'),
('2023-05-26', 'A0743673'),
('2023-05-26', 'A0954183'),
('2023-05-26', 'A0848107'),
('2023-05-26', 'A0514709'),
('2023-05-26', 'A0915975'),
('2023-05-26', 'A0733988'),
('2023-05-26', 'A0312506'),
('2023-05-26', 'A0360200'),
('2023-05-26', 'A08964'),
('2023-05-26', 'A0260615'),
('2023-05-26', 'A0898012'),
('2023-05-26', 'A0506633'),
('2023-05-26', 'A0146302'),
('2023-05-26', 'A0721330'),
('2023-05-26', 'A0972804'),
('2023-05-26', 'A0985549'),
('2023-05-26', 'A0333069'),
('2023-05-26', 'A0620365'),
('2023-05-26', 'A0460225'),
('2023-05-26', 'A0833632'),
('2023-05-26', 'A0835295'),
('2023-05-26', 'A0797549'),
('2023-05-26', 'A0716497'),
('2023-05-26', 'A0957206'),
('2023-05-26', 'A0503285'),
('2023-05-26', 'A0790163'),
('2023-05-26', 'A0990809'),
('2023-05-26', 'A0654337'),
('2023-05-26', 'A0178550'),
('2023-05-26', 'A0136175'),
('2023-05-26', 'A0765539'),
('2023-05-26', 'A0950036'),
('2023-05-26', 'A0728545'),
('2023-05-26', 'A0577670'),
('2023-05-26', 'A014280'),
('2023-05-26', 'A0597890'),
('2023-05-26', 'A0510800'),
('2023-05-26', 'A0420981'),
('2023-05-26', 'A0575880'),
('2023-05-26', 'A0337681'),
('2023-05-26', 'A0650611'),
('2023-05-26', 'A071212'),
('2023-05-26', 'A0576576'),
('2023-05-26', 'A0715300'),
('2023-05-26', 'A0508456'),
('2023-05-26', 'A0379036'),
('2023-05-26', 'A0778419'),
('2023-05-26', 'A0666356'),
('2023-05-26', 'A0146142'),
('2023-05-26', 'A0870648'),
('2023-05-26', 'A0513628'),
('2023-05-26', 'A0500706'),
('2023-05-26', 'A0646009'),
('2023-05-26', 'A0825972'),
('2023-05-26', 'A0947492'),
('2023-05-26', 'A0693079'),
('2023-05-26', 'A0121248'),
('2023-05-26', 'A0863424'),
('2023-05-26', 'A0273571'),
('2023-05-26', 'A0714022'),
('2023-05-26', 'A0984479'),
('2023-05-26', 'A0426011'),
('2023-05-26', 'A0603073'),
('2023-05-26', 'A0929969'),
('2023-05-26', 'A0788317'),
('2023-05-26', 'A0334934'),
('2023-05-26', 'A0277482'),
('2023-05-26', 'A0423733'),
('2023-05-26', 'A0898245'),
('2023-05-26', 'A0604851'),
('2023-05-26', 'A0660787'),
('2023-05-26', 'A0508077'),
('2023-05-26', 'A0106187'),
('2023-05-26', 'A0861063'),
('2023-05-26', 'A0603097'),
('2023-05-26', 'A0794908'),
('2023-05-26', 'A0538944'),
('2023-05-26', 'A0628357'),
('2023-05-26', 'A0643538'),
('2023-05-26', 'A0586105'),
('2023-05-26', 'A0778465'),
('2023-05-26', 'A0199859'),
('2023-05-26', 'A0692330'),
('2023-05-26', 'A0809284'),
('2023-05-26', 'A0662361'),
('2023-05-26', 'A0771288'),
('2023-05-26', 'A0606460'),
('2023-05-26', 'A0553611'),
('2023-05-26', 'A0654047'),
('2023-05-26', 'A0804575'),
('2023-05-26', 'A0633527'),
('2023-05-26', 'A075338'),
('2023-05-26', 'A0796419'),
('2023-05-26', 'A0824571'),
('2023-05-26', 'A0272897'),
('2023-05-26', 'A0966035'),
('2023-05-26', 'A0465992'),
('2023-05-26', 'A0535916'),
('2023-05-26', 'A0221342'),
('2023-05-26', 'A0807950'),
('2023-05-26', 'A0878053'),
('2023-05-26', 'A0896935'),
('2023-05-26', 'A0355614'),
('2023-05-26', 'A0114546'),
('2023-05-26', 'A0702851'),
('2023-05-26', 'A0771643'),
('2023-05-26', 'A0321513'),
('2023-05-26', 'A0832013'),
('2023-05-26', 'A0443997'),
('2023-05-26', 'A0539019'),
('2023-05-26', 'A0323488'),
('2023-05-26', 'A0983689'),
('2023-05-26', 'A064566'),
('2023-05-26', 'A0934325'),
('2023-05-26', 'A0260276'),
('2023-05-26', 'A0398409'),
('2023-05-26', 'A0528423'),
('2023-05-26', 'A0333412'),
('2023-05-26', 'A0322793'),
('2023-05-26', 'A0843424'),
('2023-05-26', 'A099225'),
('2023-05-26', 'A0380326'),
('2023-05-26', 'A0999393'),
('2023-05-26', 'A0237524'),
('2023-05-26', 'A0486070'),
('2023-05-26', 'A0421802'),
('2023-05-26', 'A0425463'),
('2023-05-26', 'A01134'),
('2023-05-26', 'A0249033'),
('2023-05-26', 'A0619564'),
('2023-05-26', 'A0370165'),
('2023-05-26', 'A0509149'),
('2023-05-26', 'A0864884'),
('2023-05-26', 'A0608625'),
('2023-05-26', 'A0452299'),
('2023-05-26', 'A0535392'),
('2023-05-26', 'A0481909'),
('2023-05-26', 'A0616680'),
('2023-05-26', 'A0469709'),
('2023-05-26', 'A0124455'),
('2023-05-26', 'A0947887'),
('2023-05-26', 'A066287'),
('2023-05-26', 'A0428778'),
('2023-05-26', 'A0490673'),
('2023-05-26', 'A0152308'),
('2023-05-26', 'A0258234'),
('2023-05-26', 'A064791'),
('2023-05-26', 'A0730304'),
('2023-05-26', 'A0782458'),
('2023-05-26', 'A025786'),
('2023-05-26', 'A0983212'),
('2023-05-26', 'A057194'),
('2023-05-26', 'A0681380'),
('2023-05-26', 'A0527595'),
('2023-05-26', 'A0140002'),
('2023-05-26', 'A0171194'),
('2023-05-26', 'A0359623'),
('2023-05-26', 'A0299354'),
('2023-05-26', 'A0311287'),
('2023-05-26', 'A0255768'),
('2023-05-26', 'A0665096'),
('2023-05-26', 'A0875836'),
('2023-05-26', 'A0617721'),
('2023-05-26', 'A0274944'),
('2023-05-26', 'A0832059'),
('2023-05-26', 'A0355558'),
('2023-05-26', 'A0100185'),
('2023-05-26', 'A0862734'),
('2023-05-26', 'A0777366'),
('2023-05-26', 'A05766'),
('2023-05-26', 'A0922460'),
('2023-05-26', 'A0977329'),
('2023-05-26', 'A0806677'),
('2023-05-26', 'A0781750'),
('2023-05-26', 'A0460322'),
('2023-05-26', 'A0121220'),
('2023-05-26', 'A0924071'),
('2023-05-26', 'A0545839'),
('2023-05-26', 'A0549807'),
('2023-05-26', 'A0548489'),
('2023-05-26', 'A0824949'),
('2023-05-26', 'A0464375'),
('2023-05-26', 'A0132881'),
('2023-05-26', 'A0302744'),
('2023-05-26', 'A072232'),
('2023-05-26', 'A0761021'),
('2023-05-26', 'A0600704'),
('2023-05-26', 'A0777972'),
('2023-05-26', 'A0688125'),
('2023-05-26', 'A0754044'),
('2023-05-26', 'A0238939'),
('2023-05-26', 'A0898857'),
('2023-05-26', 'A0851696'),
('2023-05-26', 'A0142034'),
('2023-05-26', 'A0863355'),
('2023-05-26', 'A0249389'),
('2023-05-26', 'A0495116'),
('2023-05-26', 'A063904'),
('2023-05-26', 'A0661368'),
('2023-05-26', 'A0491338'),
('2023-05-26', 'A029'),
('2023-05-26', 'A0645728'),
('2023-05-26', 'A0131083'),
('2023-05-26', 'A0444962'),
('2023-05-26', 'A0140017'),
('2023-05-26', 'A0618300'),
('2023-05-26', 'A0165246'),
('2023-05-26', 'A0787415'),
('2023-05-26', 'A0457566'),
('2023-05-26', 'A0445282'),
('2023-05-26', 'A0646'),
('2023-05-26', 'A0606405'),
('2023-05-26', 'A06694'),
('2023-05-26', 'A0936722'),
('2023-05-26', 'A0907091'),
('2023-05-26', 'A0670046'),
('2023-05-26', 'A0624831'),
('2023-05-26', 'A0840727'),
('2023-05-26', 'A0668882'),
('2023-05-26', 'A0218765'),
('2023-05-26', 'A084555'),
('2023-05-26', 'A0831007'),
('2023-05-26', 'A0236046'),
('2023-05-26', 'A0214822'),
('2023-05-26', 'A0965735'),
('2023-05-26', 'A0315850'),
('2023-05-26', 'A0445064'),
('2023-05-26', 'A0467000'),
('2023-05-26', 'A0572696'),
('2023-05-26', 'A0749682'),
('2023-05-26', 'A071762'),
('2023-05-26', 'A0629058'),
('2023-05-26', 'A0732877'),
('2023-05-26', 'A0448859'),
('2023-05-26', 'A0813180'),
('2023-05-26', 'A0237516'),
('2023-05-26', 'A0387067'),
('2023-05-26', 'A0106031'),
('2023-05-26', 'A0137408'),
('2023-05-26', 'A0773684'),
('2023-05-26', 'A0393040'),
('2023-05-26', 'A0341120'),
('2023-05-26', 'A0787420'),
('2023-05-26', 'A0161369'),
('2023-05-26', 'A0986794'),
('2023-05-26', 'A0189437'),
('2023-05-26', 'A071854'),
('2023-05-26', 'A0409102'),
('2023-05-26', 'A0387768'),
('2023-05-26', 'A0575969'),
('2023-05-26', 'A0749103'),
('2023-05-26', 'A0581054'),
('2023-05-26', 'A0527283'),
('2023-05-26', 'A066095'),
('2023-05-26', 'A0668587'),
('2023-05-26', 'A0222820'),
('2023-05-26', 'A0646635'),
('2023-05-26', 'A0178809'),
('2023-05-26', 'A0437665'),
('2023-05-26', 'A0855586'),
('2023-05-26', 'A0352520'),
('2023-05-26', 'A0308196'),
('2023-05-26', 'A0344764'),
('2023-05-26', 'A025853'),
('2023-05-26', 'A0496558'),
('2023-05-26', 'A0204454'),
('2023-05-26', 'A0539787'),
('2023-05-26', 'A0590558'),
('2023-05-26', 'A0356403'),
('2023-05-26', 'A0585089'),
('2023-05-26', 'A0450407'),
('2023-05-26', 'A0102507'),
('2023-05-26', 'A0167698'),
('2023-05-26', 'A0352920'),
('2023-05-26', 'A0315902'),
('2023-05-26', 'A0754325'),
('2023-05-26', 'A0219550'),
('2023-05-26', 'A0121533'),
('2023-05-26', 'A0260800'),
('2023-05-26', 'A0145328'),
('2023-05-26', 'A0485086'),
('2023-05-26', 'A0383225'),
('2023-05-26', 'A0137829'),
('2023-05-26', 'A0222981'),
('2023-05-26', 'A0744903'),
('2023-05-26', 'A0770910'),
('2023-05-26', 'A0967945'),
('2023-05-26', 'A0885041'),
('2023-05-26', 'A0492790'),
('2023-05-26', 'A0585643'),
('2023-05-26', 'A0582105'),
('2023-05-26', 'A0275813'),
('2023-05-26', 'A0176313'),
('2023-05-26', 'A0658564'),
('2023-05-26', 'A059259'),
('2023-05-26', 'A0416192'),
('2023-05-26', 'A013996'),
('2023-05-26', 'A0485680'),
('2023-05-26', 'A0116369'),
('2023-05-26', 'A029174'),
('2023-05-26', 'A0369361'),
('2023-05-26', 'A0849696'),
('2023-05-26', 'A012545'),
('2023-05-26', 'A0348563'),
('2023-05-26', 'A0454774'),
('2023-05-26', 'A0909012'),
('2023-05-26', 'A0468612'),
('2023-05-26', 'A0306397'),
('2023-05-26', 'A0456813'),
('2023-05-26', 'A0398831'),
('2023-05-26', 'A0866628'),
('2023-05-26', 'A0878616'),
('2023-05-26', 'A0529229'),
('2023-05-26', 'A0711584'),
('2023-05-26', 'A0600789'),
('2023-05-26', 'A0946649'),
('2023-05-26', 'A017282'),
('2023-05-26', 'A0826177'),
('2023-05-26', 'A0654116'),
('2023-05-26', 'A0828811'),
('2023-05-26', 'A0405899'),
('2023-05-26', 'A0707785'),
('2023-05-26', 'A083486'),
('2023-05-26', 'A0985150'),
('2023-05-26', 'A0802042'),
('2023-05-26', 'A073276'),
('2023-05-26', 'A0999950'),
('2023-05-26', 'A0226934'),
('2023-05-26', 'A0555393'),
('2023-05-26', 'A0258131'),
('2023-05-26', 'A0613585'),
('2023-05-26', 'A0821217'),
('2023-05-26', 'A0767292'),
('2023-05-26', 'A0226286'),
('2023-05-26', 'A0929273'),
('2023-05-26', 'A0107311'),
('2023-05-26', 'A0859146'),
('2023-05-26', 'A0551193'),
('2023-05-26', 'A093841'),
('2023-05-26', 'A0129866'),
('2023-05-26', 'A0100779'),
('2023-05-26', 'A0974650'),
('2023-05-26', 'A0267510'),
('2023-05-26', 'A0993019'),
('2023-05-26', 'A0287543'),
('2023-05-26', 'A0918468'),
('2023-05-26', 'A0701282'),
('2023-05-26', 'A0613621'),
('2023-05-26', 'A0992744'),
('2023-05-26', 'A0573895'),
('2023-05-26', 'A0825265'),
('2023-05-26', 'A0947177'),
('2023-05-26', 'A0482459'),
('2023-05-26', 'A0171255'),
('2023-05-26', 'A0679508'),
('2023-05-26', 'A0803703'),
('2023-05-26', 'A0269904'),
('2023-05-26', 'A0544793'),
('2023-05-26', 'A0462257'),
('2023-05-26', 'A0586538'),
('2023-05-26', 'A0922650'),
('2023-05-26', 'A0943540'),
('2023-05-26', 'A0754455'),
('2023-05-26', 'A0348733'),
('2023-05-26', 'A0369117'),
('2023-05-26', 'A0448626'),
('2023-05-26', 'A0200555'),
('2023-05-26', 'A0444861'),
('2023-05-26', 'A0437947'),
('2023-05-26', 'A0488456'),
('2023-05-26', 'A060131'),
('2023-05-26', 'A0512268'),
('2023-05-26', 'A0607029'),
('2023-05-26', 'A065399'),
('2023-05-26', 'A0879010'),
('2023-05-26', 'A0912570'),
('2023-05-26', 'A059466'),
('2023-05-26', 'A0417442'),
('2023-05-26', 'A0254341'),
('2023-05-26', 'A0101866'),
('2023-05-26', 'A0161578'),
('2023-05-26', 'A0831016'),
('2023-05-26', 'A0180792'),
('2023-05-26', 'A0957387'),
('2023-05-26', 'A0458804'),
('2023-05-26', 'A0257559'),
('2023-05-26', 'A0397095'),
('2023-05-26', 'A0645362'),
('2023-05-26', 'A0839072'),
('2023-05-26', 'A0807723'),
('2023-05-26', 'A0677799'),
('2023-05-26', 'A0555394'),
('2023-05-26', 'A0865180'),
('2023-05-26', 'A0234746'),
('2023-05-26', 'A041685'),
('2023-05-26', 'A0275412'),
('2023-05-26', 'A0595034'),
('2023-05-26', 'A0135458'),
('2023-05-26', 'A0161442'),
('2023-05-26', 'A0915813'),
('2023-05-26', 'A0262099'),
('2023-05-26', 'A0833686'),
('2023-05-26', 'A0441427'),
('2023-05-26', 'A0821009'),
('2023-05-26', 'A0599694'),
('2023-05-26', 'A0506016'),
('2023-05-26', 'A084870'),
('2023-05-26', 'A0659607'),
('2023-05-26', 'A0311468'),
('2023-05-26', 'A0748098'),
('2023-05-26', 'A0188216'),
('2023-05-26', 'A0592981'),
('2023-05-26', 'A084104'),
('2023-05-26', 'A0525253'),
('2023-05-26', 'A0332893'),
('2023-05-26', 'A0124143'),
('2023-05-26', 'A0306446'),
('2023-05-26', 'A0305296'),
('2023-05-26', 'A0824676'),
('2023-05-26', 'A0632506'),
('2023-05-26', 'A0123610'),
('2023-05-26', 'A0107870'),
('2023-05-26', 'A0690536'),
('2023-05-26', 'A0583110'),
('2023-05-26', 'A0255302'),
('2023-05-26', 'A0281055'),
('2023-05-26', 'A022774'),
('2023-05-26', 'A0592479'),
('2023-05-26', 'A02965'),
('2023-05-26', 'A0355639'),
('2023-05-26', 'A0695461'),
('2023-05-26', 'A0862414'),
('2023-05-26', 'A0197280'),
('2023-05-26', 'A0644669'),
('2023-05-26', 'A0121272'),
('2023-05-26', 'A0221835'),
('2023-05-26', 'A0130547'),
('2023-05-26', 'A0307521'),
('2023-05-26', 'A0974882'),
('2023-05-26', 'A0947293'),
('2023-05-26', 'A0539428'),
('2023-05-26', 'A0550306'),
('2023-05-26', 'A0853399'),
('2023-05-26', 'A0461467'),
('2023-05-26', 'A0102202'),
('2023-05-26', 'A0691514'),
('2023-05-26', 'A0923678'),
('2023-05-26', 'A0387406'),
('2023-05-26', 'A0231146'),
('2023-05-26', 'A0573157'),
('2023-05-26', 'A0314104'),
('2023-05-26', 'A0848915'),
('2023-05-26', 'A0492009'),
('2023-05-26', 'A0902367'),
('2023-05-26', 'A0554739'),
('2023-05-26', 'A049083'),
('2023-05-26', 'A0716589'),
('2023-05-26', 'A0639919'),
('2023-05-26', 'A0162626'),
('2023-05-26', 'A0433521'),
('2023-05-26', 'A0297580'),
('2023-05-26', 'A0529929'),
('2023-05-26', 'A0102587'),
('2023-05-26', 'A0942587'),
('2023-05-26', 'A0494033'),
('2023-05-26', 'A0934710'),
('2023-05-26', 'A022109'),
('2023-05-26', 'A033565'),
('2023-05-26', 'A0120258'),
('2023-05-26', 'A0354165'),
('2023-05-26', 'A0830132'),
('2023-05-26', 'A07440'),
('2023-05-26', 'A0320362'),
('2023-05-26', 'A0229622'),
('2023-05-26', 'A0489581'),
('2023-05-26', 'A0565763'),
('2023-05-26', 'A0461170'),
('2023-05-26', 'A0297005'),
('2023-05-26', 'A02930'),
('2023-05-26', 'A0570215'),
('2023-05-26', 'A0871238'),
('2023-05-26', 'A0901059'),
('2023-05-26', 'A0598408'),
('2023-05-26', 'A0979013'),
('2023-05-26', 'A0685865'),
('2023-05-26', 'A0412705'),
('2023-05-26', 'A0869421'),
('2023-05-26', 'A0613979'),
('2023-05-26', 'A0560278'),
('2023-05-26', 'A0683058'),
('2023-05-26', 'A0820272'),
('2023-05-26', 'A083944'),
('2023-05-26', 'A0685229'),
('2023-05-26', 'A0657744'),
('2023-05-26', 'A0770609'),
('2023-05-26', 'A0869749'),
('2023-05-26', 'A0112253'),
('2023-05-26', 'A0633065'),
('2023-05-26', 'A0514972'),
('2023-05-26', 'A0836783'),
('2023-05-26', 'A0201767'),
('2023-05-26', 'A0437004'),
('2023-05-26', 'A0723670'),
('2023-05-26', 'A0799873'),
('2023-05-26', 'A0758021'),
('2023-05-26', 'A0409605'),
('2023-05-26', 'A0614540'),
('2023-05-26', 'A0379283'),
('2023-05-26', 'A0573884'),
('2023-05-26', 'A0246661'),
('2023-05-26', 'A0694155'),
('2023-05-26', 'A0107420'),
('2023-05-26', 'A0225869'),
('2023-05-26', 'A030447'),
('2023-05-26', 'A0798321'),
('2023-05-26', 'A0379958'),
('2023-05-26', 'A0898516'),
('2023-05-26', 'A0785390'),
('2023-05-26', 'A0755844'),
('2023-05-26', 'A0284143'),
('2023-05-26', 'A0527147'),
('2023-05-26', 'A0462055'),
('2023-05-26', 'A0598538'),
('2023-05-26', 'A0360468'),
('2023-05-26', 'A0653708'),
('2023-05-26', 'A085433'),
('2023-05-26', 'A0179259'),
('2023-05-26', 'A019034'),
('2023-05-26', 'A0121838'),
('2023-05-26', 'A0581747'),
('2023-05-26', 'A0744607'),
('2023-05-26', 'A0302720'),
('2023-05-26', 'A0252942'),
('2023-05-26', 'A0441999'),
('2023-05-26', 'A0117201'),
('2023-05-26', 'A0707639'),
('2023-05-26', 'A0772852'),
('2023-05-26', 'A0912852'),
('2023-05-26', 'A025891'),
('2023-05-26', 'A0590092'),
('2023-05-26', 'A065394'),
('2023-05-26', 'A0699986'),
('2023-05-26', 'A057262'),
('2023-05-26', 'A0155115'),
('2023-05-26', 'A0748255'),
('2023-05-26', 'A0419927'),
('2023-05-26', 'A0867393'),
('2023-05-26', 'A0224085'),
('2023-05-26', 'A0834134'),
('2023-05-26', 'A053370'),
('2023-05-26', 'A0278005'),
('2023-05-26', 'A0822104'),
('2023-05-26', 'A0731862'),
('2023-05-26', 'A0985675'),
('2023-05-26', 'A0543752'),
('2023-05-26', 'A0997539'),
('2023-05-26', 'A0935002'),
('2023-05-26', 'A0181111'),
('2023-05-26', 'A0130390'),
('2023-05-26', 'A0215248'),
('2023-05-26', 'A0778664'),
('2023-05-26', 'A0305795'),
('2023-05-26', 'A0743548'),
('2023-05-26', 'A0984949'),
('2023-05-26', 'A0784168'),
('2023-05-26', 'A0430837'),
('2023-05-26', 'A0957092'),
('2023-05-26', 'A0853919'),
('2023-05-26', 'A0942634'),
('2023-05-26', 'A0570416'),
('2023-05-26', 'A0614421'),
('2023-05-26', 'A0639054'),
('2023-05-26', 'A030287'),
('2023-05-26', 'A0674596'),
('2023-05-26', 'A0943003'),
('2023-05-26', 'A0633407'),
('2023-05-26', 'A0440566'),
('2023-05-26', 'A0617417'),
('2023-05-26', 'A0429593'),
('2023-05-26', 'A0112804'),
('2023-05-26', 'A040919'),
('2023-05-26', 'A090815'),
('2023-05-26', 'A0864655'),
('2023-05-26', 'A0920458'),
('2023-05-26', 'A0430244'),
('2023-05-26', 'A050899'),
('2023-05-26', 'A0966866'),
('2023-05-26', 'A0723550'),
('2023-05-26', 'A079304'),
('2023-05-26', 'A0685904'),
('2023-05-26', 'A0297485'),
('2023-05-26', 'A0939816'),
('2023-05-26', 'A0621027'),
('2023-05-26', 'A0344476'),
('2023-05-26', 'A0475367'),
('2023-05-26', 'A0454441'),
('2023-05-26', 'A0215078'),
('2023-05-26', 'A0106002'),
('2023-05-26', 'A0913076'),
('2023-05-26', 'A031452'),
('2023-05-26', 'A028542'),
('2023-05-26', 'A0654077'),
('2023-05-26', 'A0225603'),
('2023-05-26', 'A0480522'),
('2023-05-26', 'A0787435'),
('2023-05-26', 'A0194329'),
('2023-05-26', 'A0925077'),
('2023-05-26', 'A0577324'),
('2023-05-26', 'A0821838'),
('2023-05-26', 'A0580240'),
('2023-05-26', 'A0593522'),
('2023-05-26', 'A0129943'),
('2023-05-26', 'A0840458'),
('2023-05-26', 'A0968568'),
('2023-05-26', 'A0556312'),
('2023-05-26', 'A0802486'),
('2023-05-26', 'A0278134'),
('2023-05-26', 'A0225631'),
('2023-05-26', 'A0520830'),
('2023-05-26', 'A0663889'),
('2023-05-26', 'A0651399'),
('2023-05-26', 'A0781614'),
('2023-05-26', 'A0591467'),
('2023-05-26', 'A0120544'),
('2023-05-26', 'A0185640'),
('2023-05-26', 'A0456874'),
('2023-05-26', 'A0367266'),
('2023-05-26', 'A0375010'),
('2023-05-26', 'A0166438'),
('2023-05-26', 'A0707108'),
('2023-05-26', 'A0144111'),
('2023-05-26', 'A024615'),
('2023-05-26', 'A0336834'),
('2023-05-26', 'A0403912'),
('2023-05-26', 'A0161107'),
('2023-05-26', 'A0252608'),
('2023-05-26', 'A039464'),
('2023-05-26', 'A0828016'),
('2023-05-26', 'A0860880'),
('2023-05-26', 'A0539067'),
('2023-05-26', 'A0495721'),
('2023-05-26', 'A0718592'),
('2023-05-26', 'A0499280'),
('2023-05-26', 'A0913946'),
('2023-05-26', 'A0795459'),
('2023-05-26', 'A0938274'),
('2023-05-26', 'A0107615'),
('2023-05-26', 'A0428621'),
('2023-05-26', 'A0888024'),
('2023-05-26', 'A0857999'),
('2023-05-26', 'A0779131'),
('2023-05-26', 'A0184963'),
('2023-05-26', 'A0703778'),
('2023-05-26', 'A093776'),
('2023-05-26', 'A0700514'),
('2023-05-26', 'A0826569'),
('2023-05-26', 'A0878746'),
('2023-05-26', 'A0626955'),
('2023-05-26', 'A0107637'),
('2023-05-26', 'A0286094'),
('2023-05-26', 'A0297152'),
('2023-05-26', 'A0396639'),
('2023-05-26', 'A0922542'),
('2023-05-26', 'A0240145'),
('2023-05-26', 'A0470402'),
('2023-05-26', 'A0101238'),
